ghg_id,fabric_group,fabric_name,fabric_type,process_step,country,env_impact_group,indicator_unit,fabric_eKPI_intensity,ePL_eKPI_intensity
1,Leather,beef/calf,conventional,Abattoir,Algeria,GHGs,kg CO2e,0.716069945,0.052614875
2,Leather,sheep/lamb,conventional,Tanning - RH_WB,Algeria,GHGs,kg CO2e,0.866120644,0.063640193
3,Leather,sheep/lamb,conventional,Tanning - RH_WB - Metal-free,Algeria,GHGs,kg CO2e,1.546629272,0.113642118
4,Leather,sheep/lamb,conventional,Animal rearing,Algeria,GHGs,kg CO2e,33.64593171,2.472211679
5,Fur,None,None,Tanning - RH_WB,Argentina,GHGs,kg CO2e,0.860990449,0.06326324
6,Plant Fibers,cotton,conventional,Ginning,Argentina,GHGs,kg CO2e,0.619595053,0.045526162
7,Fur,None,None,Animal rearing,Argentina,GHGs,kg CO2e,134.0747768,9.851450451
8,Animal Fibers,wool,conventional,Animal rearing,Argentina,GHGs,kg CO2e,126.3125776,9.281105136
9,Leather,sheep/goat,conventional,Abattoir,Australia,GHGs,kg CO2e,0.64386531,0.047309474
10,Animal Fibers,cashmere,conventional,Washing,Australia,GHGs,kg CO2e,2.164392827,0.159033706
11,Animal Fibers,wool,restorative grazing,Washing,Australia,GHGs,kg CO2e,0.967510224,0.071090023
12,Animal Fibers,wool,conventional,Animal rearing,Australia,GHGs,kg CO2e,127.2318349,9.348649664
13,Animal Fibers,wool,organic,Animal rearing,Australia,GHGs,kg CO2e,127.1686432,9.344006514
14,Animal Fibers,silk,conventional,Silk production,Australia,GHGs,kg CO2e,74.276265,5.457618218
15,Animal Fibers,cashmere,conventional,Spinning Weaving and Dyeing,Austria,GHGs,kg CO2e,4.249418352,0.312235719
16,Animal Fibers,mohair,restorative grazing,Spinning Weaving and Dyeing,Austria,GHGs,kg CO2e,4.249418352,0.312235719
17,Animal Fibers,wool,regenerated,Spinning Weaving and Dyeing,Austria,GHGs,kg CO2e,4.249418352,0.312235719
18,Plant Fibers,cotton,conventional,Spinning Weaving and Dyeing,Austria,GHGs,kg CO2e,4.014010629,0.294938599
19,Plant Fibers,hemp,None,Spinning Weaving and Dyeing,Austria,GHGs,kg CO2e,4.014010629,0.294938599
20,Animal Fibers,wool,conventional,Washing,Austria,GHGs,kg CO2e,0.881402334,0.06476305
21,Animal Fibers,wool,conventional,Animal rearing,Austria,GHGs,kg CO2e,127.1487298,9.34254333
22,Plant Fibers,hemp,None,Crop farming,Bangladesh,GHGs,kg CO2e,3.810450702,0.279981568
23,Leather,beef/calf,conventional,Tanning - RH_WB,Belarus,GHGs,kg CO2e,0.866120644,0.063640193
24,Animal Fibers,mohair,conventional,Spinning Weaving and Dyeing,Belgium,GHGs,kg CO2e,4.093422285,0.300773552
25,Animal Fibers,silk,conventional,Spinning Weaving and Dyeing,Belgium,GHGs,kg CO2e,4.315838359,0.317116081
26,Animal Fibers,wool,organic,Spinning Weaving and Dyeing,Belgium,GHGs,kg CO2e,4.315838359,0.317116081
27,Plant Fibers,cotton,conventional,Spinning Weaving and Dyeing,Belgium,GHGs,kg CO2e,4.091446637,0.300628386
28,Plant Fibers,hemp,None,Spinning Weaving and Dyeing,Belgium,GHGs,kg CO2e,4.091446637,0.300628386
29,Leather,beef/calf,conventional,Tanning - RH_WB,Belgium,GHGs,kg CO2e,0.866120644,0.063640193
30,Leather,beef/calf,conventional,Tanning - WB_FL,Belgium,GHGs,kg CO2e,1.054171113,0.07745763
31,Plant Fibers,linen,organic,Ginning,Belgium,GHGs,kg CO2e,0.2975828,0.021865576
32,Synthetic Fibers,elastic,None,Extraction,Belgium,GHGs,kg CO2e,0.069097484,0.005077095
33,Leather,beef/calf,conventional,Abattoir,Bosnia and Herzegovina,GHGs,kg CO2e,0.513481904,0.037729256
34,Leather,sheep/goat,conventional,Tanning - RH_WB,Brazil,GHGs,kg CO2e,1.368080014,0.100522804
35,Plant Fibers,linen,conventional,Crop farming,Brazil,GHGs,kg CO2e,0.885974157,0.065098975
36,Leather,beef/calf,salpa,Animal rearing,Brazil,GHGs,kg CO2e,0.08031664,0.005901449
37,Leather,beef/calf,conventional,Abattoir,Bulgaria,GHGs,kg CO2e,0.513481904,0.037729256
38,Leather,goat,conventional,Abattoir,Bulgaria,GHGs,kg CO2e,0.680765401,0.050020793
39,Leather,beef/calf,conventional,Tanning - RH_WB,Bulgaria,GHGs,kg CO2e,0.866120644,0.063640193
40,Leather,sheep/lamb,conventional,Tanning - RH_WB,Bulgaria,GHGs,kg CO2e,0.866120644,0.063640193
41,Synthetic Fibers,polyester,conventional,Processing,Bulgaria,GHGs,kg CO2e,3.794428291,0.278804285
42,Leather,sheep/lamb,conventional,Animal rearing,Bulgaria,GHGs,kg CO2e,11.5292878,0.847140754
43,Synthetic Fibers,elastic,None,Extraction,Bulgaria,GHGs,kg CO2e,0.069097484,0.005077095
44,Leather,beef/calf,conventional,Abattoir,Canada,GHGs,kg CO2e,0.513481904,0.037729256
45,Animal Fibers,wool,regenerated,Washing,Chile,GHGs,kg CO2e,2.204676029,0.161993607
46,Animal Fibers,wool,regenerated,Animal rearing,Chile,GHGs,kg CO2e,66.20897342,4.864855544
47,Leather,sheep/goat,conventional,Abattoir,China,GHGs,kg CO2e,0.743821652,0.054653995
48,Leather,goat,conventional,Abattoir,China,GHGs,kg CO2e,0.915942091,0.067300937
49,Animal Fibers,cashmere,conventional,Spinning Weaving and Dyeing,China,GHGs,kg CO2e,14.02653711,1.030631851
50,Animal Fibers,mohair,conventional,Spinning Weaving and Dyeing,China,GHGs,kg CO2e,14.02653711,1.030631851
51,Animal Fibers,mohair,restorative grazing,Spinning Weaving and Dyeing,China,GHGs,kg CO2e,14.02653711,1.030631851
52,Animal Fibers,silk,organic,Spinning Weaving and Dyeing,China,GHGs,kg CO2e,14.02653711,1.030631851
53,Animal Fibers,wool,conventional,Spinning Weaving and Dyeing,China,GHGs,kg CO2e,14.02653711,1.030631851
54,Animal Fibers,wool,organic,Spinning Weaving and Dyeing,China,GHGs,kg CO2e,14.02653711,1.030631851
55,Plant Fibers,cotton,organic,Spinning Weaving and Dyeing,China,GHGs,kg CO2e,13.24579397,0.973264965
56,Plant Fibers,linen,conventional,Spinning Weaving and Dyeing,China,GHGs,kg CO2e,13.24579397,0.973264965
57,Synthetic Fibers,elastic,None,Spinning Weaving and Dyeing,China,GHGs,kg CO2e,14.69694078,1.079891291
58,Synthetic Fibers,nylon,conventional,Spinning Weaving and Dyeing,China,GHGs,kg CO2e,29.39388155,2.159782583
59,Synthetic Fibers,polyester,conventional,Spinning Weaving and Dyeing,China,GHGs,kg CO2e,14.69694078,1.079891291
60,Synthetic Fibers,polyester,recycled,Spinning Weaving and Dyeing,China,GHGs,kg CO2e,14.69694078,1.079891291
61,Leather,goat,conventional,Tanning - WB_FL,China,GHGs,kg CO2e,1.054171113,0.07745763
62,Leather,sheep/lamb,conventional,Tanning - RH_WB,China,GHGs,kg CO2e,0.866120644,0.063640193
63,Animal Fibers,cashmere,conventional,Washing,China,GHGs,kg CO2e,4.981568208,0.366032102
64,Animal Fibers,cashmere,organic,Washing,China,GHGs,kg CO2e,4.981568208,0.366032102
65,Animal Fibers,mohair,conventional,Washing,China,GHGs,kg CO2e,4.981568208,0.366032102
66,Animal Fibers,wool,conventional,Washing,China,GHGs,kg CO2e,1.542126079,0.113311236
67,Plant Fibers,cotton,recycled,Cotton recycling,China,GHGs,kg CO2e,0.483770458,0.035546139
68,Plant Fibers,hemp,None,Ginning,China,GHGs,kg CO2e,0.000160365,1.18E-05
69,Plant Fibers,cotton,conventional,Ginning,China,GHGs,kg CO2e,0.870926697,0.063993328
70,Synthetic Fibers,nylon,Econyl,Processing,China,GHGs,kg CO2e,3.483434116,0.255953278
71,Synthetic Fibers,elastic,None,Processing,China,GHGs,kg CO2e,4.456852409,0.32747741
72,Synthetic Fibers,neoprene,None,Processing,China,GHGs,kg CO2e,6.659961796,0.489355904
73,Synthetic Fibers,polyester,conventional,Processing,China,GHGs,kg CO2e,14.216746,1.044607883
74,Plant Fibers,hemp,None,Crop farming,China,GHGs,kg CO2e,4.037995491,0.296700942
75,Plant Fibers,linen,conventional,Crop farming,China,GHGs,kg CO2e,1.638860993,0.120419055
76,Animal Fibers,mohair,conventional,Animal rearing,China,GHGs,kg CO2e,380.2632081,27.94070773
77,Fur,None,None,Animal rearing,China,GHGs,kg CO2e,168.1993939,12.35883463
78,Leather,deer,None,Animal rearing,China,GHGs,kg CO2e,16.82455656,1.236222721
79,Animal Fibers,wool,conventional,Animal rearing,China,GHGs,kg CO2e,127.4544247,9.365004964
80,Leather,beef/calf,salpa,Animal rearing,China,GHGs,kg CO2e,0.058983223,0.004333927
81,Animal Fibers,wool,restorative grazing,Animal rearing,China,GHGs,kg CO2e,153.0232379,11.24373191
82,Animal Fibers,silk,conventional,Silk production,China,GHGs,kg CO2e,48.254945,3.545642298
83,Animal Fibers,cashmere,regenerated,Animal rearing,China,GHGs,kg CO2e,1428.828355,104.9864268
84,Leather,beef/calf,conventional,Abattoir,Denmark,GHGs,kg CO2e,0.513481904,0.037729256
85,Leather,beef/calf,conventional,Tanning - RH_WB - Metal-free,Denmark,GHGs,kg CO2e,0.63735214,0.046830904
86,Plant Fibers,cotton,conventional,Ginning,Estonia,GHGs,kg CO2e,0.402542336,0.029577718
87,Leather,beef/calf,conventional,Tanning - RH_WB,Ethiopia,GHGs,kg CO2e,0.866120644,0.063640193
88,Leather,beef/calf,conventional,Abattoir,Finland,GHGs,kg CO2e,0.513481904,0.037729256
89,Fur,fox,None,Abattoir,Finland,GHGs,kg CO2e,3.011877848,0.221304604
90,Animal Fibers,cashmere,regenerated,Spinning Weaving and Dyeing,France,GHGs,kg CO2e,4.135766341,0.303884878
91,Animal Fibers,mohair,conventional,Spinning Weaving and Dyeing,France,GHGs,kg CO2e,4.135766341,0.303884878
92,Animal Fibers,silk,conventional,Spinning Weaving and Dyeing,France,GHGs,kg CO2e,4.135766341,0.303884878
93,Animal Fibers,silk,organic,Spinning Weaving and Dyeing,France,GHGs,kg CO2e,4.135766341,0.303884878
94,Animal Fibers,wool,conventional,Spinning Weaving and Dyeing,France,GHGs,kg CO2e,4.135766341,0.303884878
95,Animal Fibers,wool,restorative grazing,Spinning Weaving and Dyeing,France,GHGs,kg CO2e,4.135766341,0.303884878
96,Plant Fibers,cotton,conventional,Spinning Weaving and Dyeing,France,GHGs,kg CO2e,3.881509016,0.28520274
97,Plant Fibers,cotton,organic,Spinning Weaving and Dyeing,France,GHGs,kg CO2e,3.881509016,0.28520274
98,Synthetic Fibers,nylon,conventional,Spinning Weaving and Dyeing,France,GHGs,kg CO2e,8.3256847,0.611748699
99,Synthetic Fibers,polyester,conventional,Spinning Weaving and Dyeing,France,GHGs,kg CO2e,4.16284235,0.30587435
100,Fur,None,None,Tanning - RH_WB,France,GHGs,kg CO2e,0.860990449,0.06326324
101,Fur,lamb,None,Tanning - RH_WB,France,GHGs,kg CO2e,0.860990449,0.06326324
102,Leather,beef/calf,conventional,Tanning - WB_FL,France,GHGs,kg CO2e,1.054171113,0.07745763
103,Animal Fibers,wool,conventional,Washing,France,GHGs,kg CO2e,0.871189451,0.064012635
104,Plant Fibers,linen,conventional,Ginning,France,GHGs,kg CO2e,0.297560254,0.021863919
105,Synthetic Fibers,nylon,Econyl,Processing,France,GHGs,kg CO2e,3.483434116,0.255953278
106,Fur,lamb,None,Animal rearing,France,GHGs,kg CO2e,113.669625,8.352135318
107,Plant Fibers,hemp,None,Crop farming,France,GHGs,kg CO2e,1.772987863,0.130274333
108,Fur,None,None,Animal rearing,France,GHGs,kg CO2e,113.669625,8.352135318
109,Animal Fibers,wool,conventional,Animal rearing,France,GHGs,kg CO2e,126.3060195,9.280623263
110,Leather,beef/calf,conventional,Abattoir,Germany,GHGs,kg CO2e,0.513481904,0.037729256
111,Animal Fibers,wool,conventional,Spinning Weaving and Dyeing,Germany,GHGs,kg CO2e,4.709561398,0.34604578
112,Synthetic Fibers,nylon,conventional,Spinning Weaving and Dyeing,Germany,GHGs,kg CO2e,9.663606833,0.710055584
113,Synthetic Fibers,polyester,conventional,Spinning Weaving and Dyeing,Germany,GHGs,kg CO2e,4.831803417,0.355027792
114,Synthetic Fibers,polyester,recycled,Spinning Weaving and Dyeing,Germany,GHGs,kg CO2e,4.831803417,0.355027792
115,Leather,beef/calf,conventional,Tanning - RH_WB - Metal-free,Germany,GHGs,kg CO2e,0.63735214,0.046830904
116,Leather,beef/calf,conventional,Tanning - WB_FL,Germany,GHGs,kg CO2e,1.054171113,0.07745763
117,Animal Fibers,wool,organic,Washing,Germany,GHGs,kg CO2e,0.922751245,0.067801255
118,Animal Fibers,wool,regenerated,Washing,Germany,GHGs,kg CO2e,1.263781888,0.092859261
119,Synthetic Fibers,nylon,Econyl,Processing,Germany,GHGs,kg CO2e,3.483434116,0.255953278
120,Synthetic Fibers,polyester,conventional,Processing,Germany,GHGs,kg CO2e,3.794428291,0.278804285
121,Leather,beef/calf,salpa,Animal rearing,Germany,GHGs,kg CO2e,0.028208181,0.002072661
122,Animal Fibers,wool,restorative grazing,Animal rearing,Germany,GHGs,kg CO2e,152.8914863,11.23405116
123,Synthetic Fibers,acrylic,None,Extraction,Germany,GHGs,kg CO2e,0.183277929,0.013466764
124,Synthetic Fibers,elastic,None,Extraction,Germany,GHGs,kg CO2e,0.069097484,0.005077095
125,Synthetic Fibers,polyester,conventional,Extraction,Germany,GHGs,kg CO2e,0.20320882,0.014931232
126,Synthetic Fibers,nylon,conventional,Extraction,Germany,GHGs,kg CO2e,0.951478599,0.069912063
127,Leather,beef/calf,conventional,Abattoir,Greece,GHGs,kg CO2e,0.513481904,0.037729256
128,Leather,beef/calf,conventional,Tanning - RH_WB,Greece,GHGs,kg CO2e,0.866120644,0.063640193
129,Leather,goat,conventional,Tanning - RH_WB - Metal-free,Greece,GHGs,kg CO2e,0.63735214,0.046830904
130,Plant Fibers,cotton,recycled,Cotton recycling,Greece,GHGs,kg CO2e,0.45948,0.033761342
131,Plant Fibers,cotton,conventional,Ginning,Greece,GHGs,kg CO2e,0.498464091,0.036625788
132,Plant Fibers,cotton,organic,Ginning,Greece,GHGs,kg CO2e,0.76673054,0.056337278
133,Leather,beef/calf,conventional,Animal rearing,Greece,GHGs,kg CO2e,17.13936397,1.259353914
134,Synthetic Fibers,polyester,conventional,Extraction,Greece,GHGs,kg CO2e,0.20320882,0.014931232
135,Plant Fibers,cotton,recycled,Spinning Weaving and Dyeing,Hungary,GHGs,kg CO2e,4.361182064,0.320447813
136,Leather,sheep/lamb,conventional,Abattoir,India,GHGs,kg CO2e,0.49388423,0.036289272
137,Animal Fibers,silk,conventional,Spinning Weaving and Dyeing,India,GHGs,kg CO2e,9.955861953,0.731529696
138,Animal Fibers,wool,regenerated,Spinning Weaving and Dyeing,India,GHGs,kg CO2e,9.955861953,0.731529696
139,Animal Fibers,wool,restorative grazing,Spinning Weaving and Dyeing,India,GHGs,kg CO2e,9.955861953,0.731529696
140,Plant Fibers,cotton,recycled,Spinning Weaving and Dyeing,India,GHGs,kg CO2e,9.722162834,0.71435812
141,Synthetic Fibers,acrylic,None,Spinning Weaving and Dyeing,India,GHGs,kg CO2e,10.55707162,0.77570495
142,Synthetic Fibers,elastic,None,Spinning Weaving and Dyeing,India,GHGs,kg CO2e,10.55707162,0.77570495
143,Synthetic Fibers,nylon,Econyl,Spinning Weaving and Dyeing,India,GHGs,kg CO2e,10.55707162,0.77570495
144,Synthetic Fibers,nylon,conventional,Spinning Weaving and Dyeing,India,GHGs,kg CO2e,21.11414325,1.5514099
145,Leather,goat,conventional,Tanning - RH_WB,India,GHGs,kg CO2e,0.866120644,0.063640193
146,Leather,goat,conventional,Tanning - WB_FL,India,GHGs,kg CO2e,1.054171113,0.07745763
147,Leather,goat,conventional,Tanning - WB_FL - Metal-free,India,GHGs,kg CO2e,1.883717293,0.138410431
148,Leather,sheep/lamb,conventional,Tanning - RH_WB - Metal-free,India,GHGs,kg CO2e,1.338322039,0.098336269
149,Leather,sheep/lamb,conventional,Tanning - WB_FL,India,GHGs,kg CO2e,1.054171113,0.07745763
150,Plant Fibers,cotton,recycled,Cotton recycling,India,GHGs,kg CO2e,0.53246958,0.039124419
151,Plant Fibers,cotton,organic,Ginning,India,GHGs,kg CO2e,1.031211519,0.075770622
152,Synthetic Fibers,acrylic,None,Processing,India,GHGs,kg CO2e,9.338861143,0.686194152
153,Synthetic Fibers,elastic,None,Processing,India,GHGs,kg CO2e,3.331178126,0.244765921
154,Synthetic Fibers,polyester,conventional,Processing,India,GHGs,kg CO2e,11.82908653,0.86916915
155,Synthetic Fibers,polyester,recycled,Processing,India,GHGs,kg CO2e,9.968774873,0.732478502
156,Animal Fibers,silk,conventional,Silk production,India,GHGs,kg CO2e,74.276265,5.457618218
157,Synthetic Fibers,acrylic,None,Extraction,India,GHGs,kg CO2e,0.183277929,0.013466764
158,Synthetic Fibers,nylon,conventional,Extraction,India,GHGs,kg CO2e,0.951478599,0.069912063
159,Synthetic Fibers,elastic,None,Processing,Indonesia,GHGs,kg CO2e,2.17547152,0.159847739
160,Synthetic Fibers,elastic,None,Extraction,Indonesia,GHGs,kg CO2e,0.062020597,0.004557105
161,Synthetic Fibers,polyester,conventional,Extraction,Indonesia,GHGs,kg CO2e,0.292127551,0.021464739
162,Leather,sheep/lamb,conventional,Animal rearing,Iraq,GHGs,kg CO2e,14.99322183,1.101661219
163,Synthetic Fibers,polyester,conventional,Extraction,Ireland,GHGs,kg CO2e,0.20320882,0.014931232
164,Plant Fibers,cotton,organic,Ginning,Israel,GHGs,kg CO2e,0.683226927,0.050201659
165,Plant Fibers,cotton,conventional,Ginning,Israel,GHGs,kg CO2e,0.806959808,0.059293215
166,Plant Fibers,cotton,conventional,Crop farming,Israel,GHGs,kg CO2e,1.349838536,0.099182469
167,Leather,sheep/lamb,conventional,Abattoir,Italy,GHGs,kg CO2e,0.454717668,0.033411419
168,Fur,None,None,Abattoir,Italy,GHGs,kg CO2e,1.82541288,0.134126381
169,Leather,beef/calf,conventional,Abattoir,Italy,GHGs,kg CO2e,0.513481904,0.037729256
170,Leather,sheep/goat,conventional,Abattoir,Italy,GHGs,kg CO2e,0.602498545,0.044269957
171,Leather,beef/calf,salpa,Abattoir,Italy,GHGs,kg CO2e,0.000855518,6.29E-05
172,Animal Fibers,mohair,conventional,Spinning Weaving and Dyeing,Italy,GHGs,kg CO2e,4.542953634,0.333803894
173,Animal Fibers,silk,organic,Spinning Weaving and Dyeing,Italy,GHGs,kg CO2e,4.542953634,0.333803894
174,Animal Fibers,wool,organic,Spinning Weaving and Dyeing,Italy,GHGs,kg CO2e,4.542953634,0.333803894
175,Plant Fibers,cotton,conventional,Spinning Weaving and Dyeing,Italy,GHGs,kg CO2e,4.356229812,0.320083935
176,Plant Fibers,cotton,organic,Spinning Weaving and Dyeing,Italy,GHGs,kg CO2e,4.356229812,0.320083935
177,Plant Fibers,cotton,recycled,Spinning Weaving and Dyeing,Italy,GHGs,kg CO2e,4.356229812,0.320083935
178,Plant Fibers,linen,organic,Spinning Weaving and Dyeing,Italy,GHGs,kg CO2e,4.356229812,0.320083935
179,Synthetic Fibers,neoprene,None,Spinning Weaving and Dyeing,Italy,GHGs,kg CO2e,4.637563146,0.340755544
180,Synthetic Fibers,polyester,recycled,Spinning Weaving and Dyeing,Italy,GHGs,kg CO2e,4.637563146,0.340755544
181,Fur,fox,None,Tanning - WB_FL,Italy,GHGs,kg CO2e,1.054171113,0.07745763
182,Fur,mink,None,Tanning - RH_WB,Italy,GHGs,kg CO2e,0.866120644,0.063640193
183,Fur,mink,None,Tanning - WB_FL,Italy,GHGs,kg CO2e,1.054171113,0.07745763
184,Leather,beef/calf,conventional,Tanning - RH_WB - Metal-free,Italy,GHGs,kg CO2e,0.63735214,0.046830904
185,Leather,goat,conventional,Tanning - RH_WB,Italy,GHGs,kg CO2e,0.866120644,0.063640193
186,Leather,goat,conventional,Tanning - WB_FL - Metal-free,Italy,GHGs,kg CO2e,0.953909563,0.070090684
187,Leather,sheep/lamb,conventional,Tanning - RH_WB - Metal-free,Italy,GHGs,kg CO2e,0.63735214,0.046830904
188,Leather,sheep/lamb,conventional,Tanning - WB_FL,Italy,GHGs,kg CO2e,1.054171113,0.07745763
189,Leather,sheep/goat,conventional,Tanning - WB_FL,Italy,GHGs,kg CO2e,1.054171113,0.07745763
190,Leather,sheep/goat,conventional,Tanning - WB_FL - Metal-free,Italy,GHGs,kg CO2e,0.953909563,0.070090684
191,Animal Fibers,wool,conventional,Washing,Italy,GHGs,kg CO2e,0.907779706,0.066701187
192,Plant Fibers,cotton,recycled,Cotton recycling,Italy,GHGs,kg CO2e,0.394401401,0.028979544
193,Synthetic Fibers,nylon,Econyl,Processing,Italy,GHGs,kg CO2e,3.483434116,0.255953278
194,Synthetic Fibers,polyester,recycled,Processing,Italy,GHGs,kg CO2e,3.204991453,0.235494067
195,Leather,beef/calf,conventional,Animal rearing,Italy,GHGs,kg CO2e,16.88258834,1.240486738
196,Plant Fibers,cotton,conventional,Crop farming,Italy,GHGs,kg CO2e,2.169300226,0.159394289
197,Animal Fibers,wool,conventional,Animal rearing,Italy,GHGs,kg CO2e,126.7441127,9.312813168
198,Leather,sheep/goat,conventional,Animal rearing,Italy,GHGs,kg CO2e,33.64593171,2.472211679
199,Synthetic Fibers,elastic,None,Extraction,Italy,GHGs,kg CO2e,0.069097484,0.005077095
200,Synthetic Fibers,nylon,conventional,Extraction,Italy,GHGs,kg CO2e,0.951478599,0.069912063
201,Animal Fibers,cashmere,conventional,Spinning Weaving and Dyeing,Japan,GHGs,kg CO2e,5.607281452,0.412007812
202,Animal Fibers,mohair,conventional,Spinning Weaving and Dyeing,Japan,GHGs,kg CO2e,5.607281452,0.412007812
203,Animal Fibers,mohair,restorative grazing,Spinning Weaving and Dyeing,Japan,GHGs,kg CO2e,5.607281452,0.412007812
204,Plant Fibers,cotton,recycled,Spinning Weaving and Dyeing,Japan,GHGs,kg CO2e,5.350477029,0.39313852
205,Synthetic Fibers,acrylic,None,Spinning Weaving and Dyeing,Japan,GHGs,kg CO2e,5.74825435,0.422366117
206,Synthetic Fibers,elastic,None,Spinning Weaving and Dyeing,Japan,GHGs,kg CO2e,5.74825435,0.422366117
207,Synthetic Fibers,nylon,Econyl,Spinning Weaving and Dyeing,Japan,GHGs,kg CO2e,5.74825435,0.422366117
208,Synthetic Fibers,polyester,recycled,Spinning Weaving and Dyeing,Japan,GHGs,kg CO2e,5.74825435,0.422366117
209,Plant Fibers,cotton,recycled,Cotton recycling,Japan,GHGs,kg CO2e,0.433503779,0.03185268
210,Plant Fibers,hemp,None,Ginning,Japan,GHGs,kg CO2e,0.000160365,1.18E-05
211,Synthetic Fibers,acrylic,None,Processing,Japan,GHGs,kg CO2e,3.708183765,0.272467272
212,Plant Fibers,cotton,conventional,Crop farming,Japan,GHGs,kg CO2e,1.270668349,0.093365259
213,Animal Fibers,silk,conventional,Silk production,Japan,GHGs,kg CO2e,48.254945,3.545642298
214,Synthetic Fibers,acrylic,None,Extraction,Japan,GHGs,kg CO2e,0.183277929,0.013466764
215,Synthetic Fibers,polyester,conventional,Extraction,Japan,GHGs,kg CO2e,0.139718219,0.010266115
216,Synthetic Fibers,nylon,conventional,Extraction,Japan,GHGs,kg CO2e,0.951478599,0.069912063
217,Leather,sheep/lamb,conventional,Animal rearing,Jordan,GHGs,kg CO2e,33.64593171,2.472211679
218,Leather,sheep/goat,conventional,Animal rearing,Jordan,GHGs,kg CO2e,33.64593171,2.472211679
219,Leather,beef/calf,conventional,Abattoir,Latvia,GHGs,kg CO2e,0.513481904,0.037729256
220,Synthetic Fibers,nylon,conventional,Processing,Latvia,GHGs,kg CO2e,18.07025374,1.327753166
221,Leather,beef/calf,conventional,Animal rearing,Latvia,GHGs,kg CO2e,17.01311327,1.250077356
222,Synthetic Fibers,nylon,conventional,Extraction,Latvia,GHGs,kg CO2e,0.951478599,0.069912063
223,Leather,sheep/lamb,conventional,Animal rearing,Lebanon,GHGs,kg CO2e,14.86632583,1.092337245
224,Leather,beef/calf,conventional,Abattoir,Lithuania,GHGs,kg CO2e,0.513481904,0.037729256
225,Leather,beef/calf,conventional,Tanning - RH_WB,Lithuania,GHGs,kg CO2e,0.866120644,0.063640193
226,Plant Fibers,hemp,None,Ginning,Madagascar,GHGs,kg CO2e,0.000160365,1.18E-05
227,Plant Fibers,hemp,None,Crop farming,Madagascar,GHGs,kg CO2e,2.826956334,0.207717073
228,Plant Fibers,cotton,conventional,Crop farming,Madagascar,GHGs,kg CO2e,1.349838536,0.099182469
229,Synthetic Fibers,elastic,None,Processing,Malaysia,GHGs,kg CO2e,2.101351555,0.154401605
230,Synthetic Fibers,elastic,None,Extraction,Malaysia,GHGs,kg CO2e,0.069097484,0.005077095
231,Synthetic Fibers,acrylic,None,Extraction,Moldova,GHGs,kg CO2e,0.183277929,0.013466764
232,Leather,goat,conventional,Abattoir,Mongolia,GHGs,kg CO2e,1.049818622,0.077137821
233,Leather,goat,conventional,Tanning - RH_WB,Mongolia,GHGs,kg CO2e,0.866120644,0.063640193
234,Animal Fibers,wool,conventional,Washing,Mongolia,GHGs,kg CO2e,0.934583335,0.068670645
235,Animal Fibers,wool,restorative grazing,Washing,Mongolia,GHGs,kg CO2e,1.343154945,0.098691377
236,Animal Fibers,cashmere,conventional,Animal rearing,Mongolia,GHGs,kg CO2e,1739.613998,127.8221118
237,Leather,sheep/lamb,conventional,Abattoir,Morocco,GHGs,kg CO2e,0.589709698,0.043330267
238,Leather,goat,conventional,Animal rearing,Morocco,GHGs,kg CO2e,175.1026243,12.86606525
239,Synthetic Fibers,elastic,None,Extraction,Morocco,GHGs,kg CO2e,0.062020597,0.004557105
240,Leather,beef/calf,conventional,Abattoir,Netherlands,GHGs,kg CO2e,0.513481904,0.037729256
241,Leather,sheep/lamb,conventional,Animal rearing,Netherlands,GHGs,kg CO2e,11.53147754,0.84730165
242,Leather,goat,conventional,Animal rearing,Netherlands,GHGs,kg CO2e,175.1026243,12.86606525
243,Fur,None,None,Abattoir,New Zealand,GHGs,kg CO2e,1.82541288,0.134126381
244,Leather,sheep/goat,conventional,Abattoir,New Zealand,GHGs,kg CO2e,0.443304662,0.032572823
245,Leather,beef/calf,salpa,Abattoir,New Zealand,GHGs,kg CO2e,0.000687887,5.05E-05
246,Fur,None,None,Tanning - RH_WB,New Zealand,GHGs,kg CO2e,0.860990449,0.06326324
247,Leather,deer,None,Tanning - RH_WB,New Zealand,GHGs,kg CO2e,0.723281711,0.053144776
248,Leather,sheep/lamb,conventional,Tanning - RH_WB - Metal-free,New Zealand,GHGs,kg CO2e,0.627541472,0.046110043
249,Animal Fibers,wool,organic,Washing,New Zealand,GHGs,kg CO2e,2.279511304,0.167492299
250,Leather,beef/calf,conventional,Animal rearing,New Zealand,GHGs,kg CO2e,21.84683959,1.605246437
251,Animal Fibers,wool,restorative grazing,Animal rearing,New Zealand,GHGs,kg CO2e,147.0026257,10.80135368
252,Leather,goat,conventional,Tanning - WB_FL,Niger,GHGs,kg CO2e,1.054171113,0.07745763
253,Leather,goat,conventional,Abattoir,Nigeria,GHGs,kg CO2e,0.503514398,0.03699687
254,Leather,goat,conventional,Tanning - RH_WB - Metal-free,Nigeria,GHGs,kg CO2e,1.546629272,0.113642118
255,Leather,goat,conventional,Tanning - WB_FL,Nigeria,GHGs,kg CO2e,1.054171113,0.07745763
256,Leather,sheep/lamb,conventional,Tanning - WB_FL,Nigeria,GHGs,kg CO2e,1.054171113,0.07745763
257,Leather,sheep/lamb,conventional,Animal rearing,Nigeria,GHGs,kg CO2e,33.64593171,2.472211679
