ghg_id,fabric_group,fabric_name,fabric_type,process_step,country,env_impact_group,indicator_unit,fabric_eKPI_intensity,ePL_eKPI_intensity
1127,Leather,beef/calf,conventional,Tanning - RH_WB,Spain,GHGs,kg CO2e,0.866120644,0.063640193
1128,Leather,sheep/lamb,conventional,Tanning - RH_WB,Spain,GHGs,kg CO2e,0.866120644,0.063640193
1129,Leather,sheep/lamb,conventional,Tanning - WB_FL - Metal-free,Spain,GHGs,kg CO2e,0.953909563,0.070090684
1130,Plant Fibers,cotton,organic,Spinning Weaving and Dyeing,Spain,GHGs,kg CO2e,2.652445961,0.194894525
1131,Plant Fibers,cotton,conventional,Ginning,Spain,GHGs,kg CO2e,0.380331755,0.027945744
1132,Synthetic Fibers,polyester,conventional,Processing,Spain,GHGs,kg CO2e,3.794428291,0.278804285
1133,Synthetic Fibers,nylon,conventional,Processing,Spain,GHGs,kg CO2e,18.07025374,1.327753166
1134,Leather,beef/calf,conventional,Animal rearing,Spain,GHGs,kg CO2e,16.98388006,1.247929379
1135,Fur,None,None,Animal rearing,Spain,GHGs,kg CO2e,114.488893,8.412332908
1136,Leather,goat,conventional,Animal rearing,Spain,GHGs,kg CO2e,175.1026243,12.86606525
1137,Synthetic Fibers,acrylic,None,Extraction,Spain,GHGs,kg CO2e,0.183277929,0.013466764
1138,Synthetic Fibers,polyester,conventional,Extraction,Spain,GHGs,kg CO2e,0.20320882,0.014931232
1139,Leather,beef/calf,conventional,Abattoir,Sweden,GHGs,kg CO2e,0.513481904,0.037729256
1140,Animal Fibers,mohair,conventional,Spinning Weaving and Dyeing,Switzerland,GHGs,kg CO2e,4.106828963,0.301758638
1141,Animal Fibers,silk,conventional,Spinning Weaving and Dyeing,Switzerland,GHGs,kg CO2e,4.106828963,0.301758638
1142,Synthetic Fibers,acrylic,None,Spinning Weaving and Dyeing,Switzerland,GHGs,kg CO2e,4.129105602,0.303395465
1143,Synthetic Fibers,nylon,Econyl,Spinning Weaving and Dyeing,Switzerland,GHGs,kg CO2e,4.129105602,0.303395465
1144,Synthetic Fibers,polyester,conventional,Processing,Switzerland,GHGs,kg CO2e,3.794428291,0.278804285
1145,Leather,beef/calf,conventional,Animal rearing,Switzerland,GHGs,kg CO2e,16.89418725,1.241338994
1146,Synthetic Fibers,acrylic,None,Extraction,Taiwan,GHGs,kg CO2e,0.183277929,0.013466764
1147,Synthetic Fibers,neoprene,None,Extraction,Taiwan,GHGs,kg CO2e,0.326444436,0.023986251
1148,Synthetic Fibers,polyester,conventional,Extraction,Taiwan,GHGs,kg CO2e,0.679499087,0.049927747
1149,Synthetic Fibers,nylon,conventional,Extraction,Taiwan,GHGs,kg CO2e,0.951478599,0.069912063
1150,Plant Fibers,cotton,organic,Ginning,Tanzania,GHGs,kg CO2e,0.683226927,0.050201659
1151,Plant Fibers,cotton,organic,Crop farming,Tanzania,GHGs,kg CO2e,3.048364057,0.223985512
1152,Plant Fibers,cotton,conventional,Ginning,Thailand,GHGs,kg CO2e,0.70428338,0.05174883
1153,Synthetic Fibers,elastic,None,Processing,Thailand,GHGs,kg CO2e,1.63941962,0.120460101
1154,Synthetic Fibers,acrylic,None,Extraction,Thailand,GHGs,kg CO2e,0.183277929,0.013466764
1155,Animal Fibers,wool,conventional,Washing,Tunisia,GHGs,kg CO2e,3.165811949,0.232615264
1156,Plant Fibers,linen,conventional,Ginning,Tunisia,GHGs,kg CO2e,0.297648581,0.021870409
1157,Plant Fibers,cotton,conventional,Ginning,Tunisia,GHGs,kg CO2e,0.806959808,0.059293215
1158,Leather,beef/calf,conventional,Tanning - WB_FL,Tunisia,GHGs,kg CO2e,0.005130195,0.000376953
1159,Leather,sheep/lamb,conventional,Animal rearing,Tunisia,GHGs,kg CO2e,33.64593171,2.472211679
1160,Animal Fibers,cashmere,conventional,Spinning Weaving and Dyeing,Turkey,GHGs,kg CO2e,4.810086547,0.353432095
1161,Animal Fibers,cashmere,regenerated,Spinning Weaving and Dyeing,Turkey,GHGs,kg CO2e,4.810086547,0.353432095
1162,Animal Fibers,mohair,conventional,Spinning Weaving and Dyeing,Turkey,GHGs,kg CO2e,4.810086547,0.353432095
1163,Animal Fibers,wool,restorative grazing,Spinning Weaving and Dyeing,Turkey,GHGs,kg CO2e,4.810086547,0.353432095
1164,Plant Fibers,cotton,recycled,Spinning Weaving and Dyeing,Turkey,GHGs,kg CO2e,4.667667695,0.342967545
1165,Plant Fibers,linen,conventional,Spinning Weaving and Dyeing,Turkey,GHGs,kg CO2e,4.667667695,0.342967545
1166,Leather,beef/calf,conventional,Tanning - WB_FL,Turkey,GHGs,kg CO2e,1.049040918,0.077080677
1167,Plant Fibers,cotton,recycled,Cotton recycling,Turkey,GHGs,kg CO2e,0.432046144,0.031745577
1168,Synthetic Fibers,nylon,conventional,Processing,Turkey,GHGs,kg CO2e,18.07025374,1.327753166
1169,Synthetic Fibers,acrylic,None,Extraction,Turkey,GHGs,kg CO2e,0.183277929,0.013466764
1170,Synthetic Fibers,elastic,None,Extraction,Turkey,GHGs,kg CO2e,0.069097484,0.005077095
1171,Leather,beef/calf,conventional,Abattoir,Uganda,GHGs,kg CO2e,0.366085476,0.026898967
1172,Leather,beef/calf,conventional,Tanning - RH_WB,Uganda,GHGs,kg CO2e,0.860990449,0.06326324
1173,Leather,beef/calf,conventional,Tanning - WB_FL,Uganda,GHGs,kg CO2e,1.054171113,0.07745763
1174,Leather,beef/calf,conventional,Tanning - RH_WB,Ukraine,GHGs,kg CO2e,0.866120644,0.063640193
1175,Leather,beef/calf,conventional,Tanning - RH_WB - Metal-free,Ukraine,GHGs,kg CO2e,0.63735214,0.046830904
1176,Leather,beef/calf,conventional,Tanning - WB_FL - Metal-free,Ukraine,GHGs,kg CO2e,0.953909563,0.070090684
1177,Leather,beef/calf,conventional,Animal rearing,Ukraine,GHGs,kg CO2e,17.05352445,1.253046659
1178,Leather,beef/calf,conventional,Abattoir,United Kingdom,GHGs,kg CO2e,0.513481904,0.037729256
1179,Animal Fibers,cashmere,regenerated,Spinning Weaving and Dyeing,United Kingdom,GHGs,kg CO2e,4.651222459,0.341759194
1180,Animal Fibers,silk,organic,Spinning Weaving and Dyeing,United Kingdom,GHGs,kg CO2e,4.651222459,0.341759194
1181,Animal Fibers,wool,conventional,Spinning Weaving and Dyeing,United Kingdom,GHGs,kg CO2e,4.651222459,0.341759194
1182,Animal Fibers,wool,regenerated,Spinning Weaving and Dyeing,United Kingdom,GHGs,kg CO2e,4.651222459,0.341759194
1183,Plant Fibers,cotton,organic,Spinning Weaving and Dyeing,United Kingdom,GHGs,kg CO2e,4.482455417,0.32935865
1184,Plant Fibers,linen,conventional,Spinning Weaving and Dyeing,United Kingdom,GHGs,kg CO2e,4.482455417,0.32935865
1185,Synthetic Fibers,acrylic,None,Spinning Weaving and Dyeing,United Kingdom,GHGs,kg CO2e,4.763788751,0.350030259
1186,Synthetic Fibers,elastic,None,Spinning Weaving and Dyeing,United Kingdom,GHGs,kg CO2e,4.763788751,0.350030259
1187,Synthetic Fibers,nylon,Econyl,Spinning Weaving and Dyeing,United Kingdom,GHGs,kg CO2e,4.763788751,0.350030259
1188,Synthetic Fibers,nylon,conventional,Spinning Weaving and Dyeing,United Kingdom,GHGs,kg CO2e,9.527577502,0.700060518
1189,Leather,sheep/lamb,conventional,Tanning - RH_WB,United Kingdom,GHGs,kg CO2e,0.866120644,0.063640193
1190,Leather,beef/calf,conventional,Animal rearing,United Kingdom,GHGs,kg CO2e,17.03761502,1.251877678
1191,Plant Fibers,hemp,None,Crop farming,United Kingdom,GHGs,kg CO2e,1.772987863,0.130274333
1192,Synthetic Fibers,elastic,None,Extraction,United Kingdom,GHGs,kg CO2e,0.069097484,0.005077095
1193,Animal Fibers,silk,conventional,Spinning Weaving and Dyeing,United States,GHGs,kg CO2e,5.899581735,0.433485243
1194,Animal Fibers,wool,organic,Spinning Weaving and Dyeing,United States,GHGs,kg CO2e,5.899581735,0.433485243
1195,Animal Fibers,wool,regenerated,Spinning Weaving and Dyeing,United States,GHGs,kg CO2e,5.899581735,0.433485243
1196,Synthetic Fibers,nylon,conventional,Spinning Weaving and Dyeing,United States,GHGs,kg CO2e,12.18743122,0.895499345
1197,Plant Fibers,cotton,recycled,Cotton recycling,United States,GHGs,kg CO2e,0.430328295,0.031619354
1198,Synthetic Fibers,acrylic,None,Processing,United States,GHGs,kg CO2e,4.534431632,0.333177721
1199,Synthetic Fibers,polyester,conventional,Processing,United States,GHGs,kg CO2e,5.734160812,0.421330563
1200,Synthetic Fibers,polyester,recycled,Processing,United States,GHGs,kg CO2e,4.837908533,0.355476379
1201,Synthetic Fibers,nylon,conventional,Processing,United States,GHGs,kg CO2e,24.02165544,1.765045999
1202,Plant Fibers,cotton,organic,Crop farming,United States,GHGs,kg CO2e,2.183139599,0.160411168
1203,Animal Fibers,silk,conventional,Silk production,United States,GHGs,kg CO2e,22.233623,1.633666232
1204,Animal Fibers,wool,conventional,Animal rearing,Uruguay,GHGs,kg CO2e,127.1444019,9.342225324
1205,Synthetic Fibers,elastic,None,Processing,Vietnam,GHGs,kg CO2e,3.742310846,0.274974837
1206,Plant Fibers,cotton,conventional,Ginning,Zimbabwe,GHGs,kg CO2e,0.806959808,0.059293215
1207,Plant Fibers,cotton,organic,Crop farming,Zimbabwe,GHGs,kg CO2e,0.811183439,0.059603556
1208,Plant Fibers,cotton,conventional,Crop farming,Zimbabwe,GHGs,kg CO2e,1.349838536,0.099182469
